Year,Quarter,MType,資料日期,公司代號,公司名稱,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,其他綜合損益（淨額）,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,繼續營業單位稅前淨利（淨損）,繼續營業單位本期稅後淨利（淨損）,本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益
2025,4,sii,2026-03-08,6581,鋼聯,,,,,856922.0,170169,686753.0,,,686753.0,,,688407.0,,,,688407,,,6.17,2210758.0,1082513.0,,,1128245.0,,,1128245.0,275068.0,,853177.0,3745.0,1654,686753,,,,,,,,,,
2025,4,sii,2026-03-08,6582,申豐,,,,,-48132.0,-4813,-43319.0,,,-43319.0,,,265259.0,,,,265259,,,-0.41,821392.0,866549.0,,,-45157.0,,,-45157.0,150994.0,,-196151.0,148019.0,308578,-43319,,,,,,,,,,
2025,4,sii,2026-03-08,6592,和潤企業,,,,,4290663.0,853298,3437365.0,,,3437365.0,,,3504304.0,,,,3434053,,70251,4.72,23704115.0,9479110.0,,,14225005.0,,,14225005.0,10162356.0,,4062649.0,228014.0,66939,3375930,61435,,,,,,,,,
2025,4,sii,2026-03-08,6645,金萬林-創,,,,,-147880.0,134,-148014.0,,,-148014.0,,,-148428.0,,,,-146864,,-1564,-2.41,549143.0,464271.0,,,84872.0,,,84872.0,227332.0,,-142460.0,-5420.0,-414,-146450,-1564,,,,,,,,,
2025,4,sii,2026-03-08,6658,聯策,,,,,83425.0,47413,36012.0,,,36012.0,,,-57539.0,,,,-44420,,-13119,1.38,2081459.0,1612891.0,,,468568.0,,,468568.0,375918.0,,92650.0,-9225.0,-93551,49635,-13623,,,,,,,,,
2025,4,sii,2026-03-08,6669,緯穎,,,,,66052326.0,14934163,51118163.0,,,51118163.0,,,50202147.0,,,,50202147,,,275.06,950663310.0,872209287.0,,,78454023.0,,,78454023.0,14536512.0,,63917511.0,2134815.0,-916016,51118163,,,,,,,,,,
2025,4,sii,2026-03-08,6719,力智,,,,,833474.0,140787,692687.0,,,692687.0,,,711434.0,,,,711434,,,6.58,4581285.0,2985662.0,,,1595623.0,,,1595623.0,927820.0,,667803.0,165671.0,18747,692687,,,,,,,,,,
2025,4,sii,2026-03-08,6770,力積電,,,,,-7477002.0,335658,-7812660.0,,,-7812660.0,,,-7738730.0,,,,-7738730,,,-1.86,46730113.0,48267110.0,,,-1536997.0,,,-1536997.0,8054476.0,3631395,-5960078.0,-1516924.0,73930,-7812660,,,,,,,,,,
2025,4,sii,2026-03-08,6771,平和環保-創,,,,,144834.0,32251,112583.0,,,112583.0,,,112583.0,,,,113344,,-761,3.64,618026.0,327985.0,,,290041.0,,,290041.0,132158.0,,157883.0,-13049.0,0,113344,-761,,,,,,,,,
2025,4,sii,2026-03-08,6782,視陽,,,,,1072286.0,185674,886612.0,,,886612.0,,,1046094.0,,,,1046553,,-459,14.08,4223200.0,2312684.0,,,1910516.0,,,1910516.0,756004.0,,1154512.0,-82226.0,159482,887071,-459,,,,,,,,,
2025,4,sii,2026-03-08,6789,采鈺,,,,,1448173.0,174179,1273994.0,,,1273994.0,,,1273994.0,,,,,,,4.01,8938168.0,6731768.0,,,2206400.0,,,2206400.0,1243006.0,371385,1334779.0,113394.0,,,,,,,,,,,,
2025,4,sii,2026-03-08,6790,永豐實,,,,,1025837.0,216696,809141.0,,,809141.0,,,716345.0,,,,715926,,419,3.03,10645095.0,7873369.0,,,2771726.0,,,2771726.0,1774333.0,,997393.0,28444.0,-92796,808722,419,,,,,,,,,
2025,4,sii,2026-03-08,6794,向榮生技,,,,,-114836.0,,-114836.0,,,-114836.0,,,-126576.0,,,,,,,-1.89,30103.0,11126.0,,,18977.0,,,18977.0,149255.0,,-130278.0,15442.0,-11740,,,,,,,,,,,
2025,4,sii,2026-03-08,6799,來頡,,,,,200853.0,43611,157242.0,,,157242.0,,,156514.0,,,,156514,,,3.7,966665.0,500786.0,,,465879.0,,,465879.0,258512.0,,207367.0,-6514.0,-728,157242,,,,,,,,,,
2025,4,sii,2026-03-08,6834,天二科技,,,,,56498.0,12100,44398.0,,,44398.0,,,14594.0,,,,14594,,,0.5,1430883.0,1174687.0,,,256196.0,,,256196.0,211522.0,,44674.0,11824.0,-29804,44398,,,,,,,,,,
2025,4,sii,2026-03-08,6854,錼創科技-KY創,,,,,-117065.0,5,-117070.0,,,-117070.0,,,-102211.0,,,,-102211,,,-1.02,1351818.0,778089.0,,,573729.0,,,573729.0,711342.0,,-137613.0,20548.0,14859,-117070,,,,,,,,,,
2025,4,sii,2026-03-08,6863,永道-KY,,,,,349747.0,124750,224997.0,,,224997.0,,,64453.0,,,,64374,,79,3.0,3952716.0,3070979.0,,,881737.0,,,881737.0,530434.0,,351303.0,-1556.0,-160544,224896,101,,,,,,,,,
2025,4,sii,2026-03-08,6890,來億-KY,,,,,4243805.0,827810,3415995.0,,,3415995.0,,,1646781.0,,,,1585446,,61335,13.02,39594659.0,33248169.0,,,6346490.0,,,6346490.0,2570217.0,,3776273.0,467532.0,-1769214,3247647,168348,,,,,,,,,
2025,4,sii,2026-03-08,6902,GOGOLOOK,,,,,57035.0,3189,53846.0,,,53846.0,,,62805.0,,,,62805,,,1.58,1048183.0,122266.0,,,925917.0,,,925917.0,862584.0,,63333.0,-6298.0,8959,53846,,,,,,,,,,
2025,4,sii,2026-03-08,6937,天虹,,,,,243040.0,43245,199795.0,,,199795.0,,,192611.0,,,,195605,,-2994,3.01,2244646.0,1344705.0,,,899941.0,,,899941.0,705895.0,,194046.0,48994.0,-7184,202789,-2994,,,,,,,,,
2025,4,sii,2026-03-08,6951,青新-創,,,,,309613.0,61874,247739.0,,,247739.0,,,247739.0,,,,247739,,0,5.39,865617.0,355176.0,,,510441.0,,,510441.0,157384.0,,353057.0,-43444.0,,247739,0,,,,,,,,,
2025,4,sii,2026-03-08,6962,奕力-KY,,,,,1860224.0,495937,1364287.0,,,1364287.0,,,1368106.0,,,,1368106,,,2.87,19085070.0,13904154.0,,,5180916.0,,,5180916.0,3472861.0,,1708055.0,152169.0,3819,1364287,,,,,,,,,,
2025,4,sii,2026-03-08,6994,富威電力,,,,,634530.0,180191,454339.0,,,454339.0,,,454939.0,,,,450199,,4740,6.34,4990058.0,3777864.0,,,1212194.0,255902,,956292.0,251411.0,,704881.0,-70351.0,600,449893,4446,,,,,,,,,
2025,4,sii,2026-03-08,7711,永擎,,,,,995103.0,191628,803475.0,,,803475.0,,,803471.0,,,,803471,,0,13.04,24875523.0,22751691.0,,,2123832.0,,,2123832.0,1164448.0,,959384.0,35719.0,-4,803475,0,,,,,,,,,
2025,4,sii,2026-03-08,7765,中華資安,,,,,544573.0,107646,436927.0,,,436927.0,,,438097.0,,,,,,,11.47,2045570.0,1085220.0,,,960350.0,,,960350.0,430381.0,,529969.0,14604.0,1170,,,,,,,,,,,
2025,4,sii,2026-03-08,7788,松川精密,,,,,357187.0,87634,269553.0,,,269553.0,,,263917.0,,,,263647,,270,3.63,6432803.0,4693168.0,,,1739635.0,,,1739635.0,1272642.0,,466993.0,-109806.0,-5636,269164,389,,,,,,,,,
2025,4,sii,2026-03-08,8021,尖點,,,,,664034.0,207109,456925.0,,,456925.0,,,422794.0,,,,366048,,56746,2.75,4410104.0,3049580.0,,,1360524.0,,,1360524.0,718013.0,14424,656935.0,7099.0,-34131,389328,67597,,,,,,,,,
2025,4,sii,2026-03-08,8028,昇陽半導體,,,,,881699.0,125121,756578.0,,,756578.0,,,755620.0,,,,,,,4.37,4509587.0,2974768.0,,,1534819.0,,,1534819.0,565001.0,,969818.0,-88119.0,-958,,,,,,,,,,,
2025,4,sii,2026-03-08,8039,台虹,,,,,614751.0,89726,525025.0,,,525025.0,,,606072.0,,,,616181,,-10109,2.07,10609440.0,8568425.0,,,2041015.0,,,2041015.0,1549900.0,,491115.0,123636.0,81047,535119,-10094,,,,,,,,,
2025,4,sii,2026-03-08,8046,南電,,,,,2345514.0,398739,1946775.0,,,1946775.0,,,1318664.0,,,,1318664,,,3.01,40172990.0,36525938.0,,,3647052.0,,,3647052.0,1664637.0,,1982415.0,363099.0,-628111,1946775,,,,,,,,,,
2025,4,sii,2026-03-08,8131,福懋科,,,,,740640.0,138008,602632.0,,,602632.0,,,1981349.0,,,,,,,1.36,9921208.0,8846028.0,,,1075180.0,,,1075180.0,363073.0,,712107.0,28533.0,1378717,,,,,,,,,,,
2025,4,sii,2026-03-08,8150,南茂,,,,,587277.0,92160,495117.0,,,495117.0,,,581440.0,,,,581440,,,0.7,23932900.0,21340484.0,,,2592416.0,,,2592416.0,1688510.0,238787,1142693.0,-555416.0,86323,495117,,,,,,,,,,
2025,4,sii,2026-03-08,8163,達方,,,,,-47248.0,100542,-147790.0,,,-147790.0,,,-1099212.0,,,,-748880,,-350332,0.51,25073796.0,21096275.0,,,3977521.0,,,3977521.0,4047679.0,,-70158.0,22910.0,-951422,141767,-289557,,,,,,,,,
2025,4,sii,2026-03-08,8215,明基材,,,,,-318735.0,25293,-344028.0,,,-344028.0,,,-390146.0,,,,-386429,,-3717,-1.14,17845985.0,15267186.0,,,2578799.0,,,2578799.0,2955031.0,,-376232.0,57497.0,-46118,-364458,20430,,,,,,,,,
2025,4,sii,2026-03-08,8261,富鼎,,,,,837026.0,156946,680080.0,,,680080.0,,,684666.0,,,,683502,,1164,5.73,3104313.0,1943765.0,,,1160548.0,,,1160548.0,376679.0,,783869.0,53157.0,4586,678956,1124,,,,,,,,,
2025,4,sii,2026-03-08,8271,宇瞻,,,,,1078364.0,199835,878529.0,,,878529.0,,,853880.0,,,,835221,,18659,6.7,11123604.0,8816023.0,,,2307581.0,,,2307581.0,1283538.0,,1024043.0,54321.0,-24649,859875,18654,,,,,,,,,
2025,4,sii,2026-03-08,8341,日友,,,,,910788.0,222435,688353.0,,,688353.0,,,672985.0,,,,567497,,105488,4.48,3990550.0,2266822.0,,,1723728.0,,,1723728.0,775780.0,,947948.0,-37160.0,-15368,582865,105488,,,,,,,,,
2025,4,sii,2026-03-08,8454,富邦媒,,,,,3403540.0,403665,2999875.0,,,2999875.0,,,2933933.0,,,,2932931,,1002,11.29,108665921.0,98746526.0,,,9919395.0,,,9919395.0,6663777.0,96045,3351663.0,51877.0,-65942,2991326,8549,,,,,,,,,
2025,4,sii,2026-03-08,8464,億豐,,,,,9215086.0,2278842,6936244.0,,,6936244.0,,,7010740.0,,,,6641673,,369067,22.53,29968999.0,12346494.0,,,17622505.0,,,17622505.0,8705811.0,,8916694.0,298392.0,74496,6601203,335041,,,,,,,,,
2025,4,sii,2026-03-08,8481,政伸,,,,,253358.0,37060,216298.0,,,216298.0,,,218241.0,,,,218241,,,3.25,1179269.0,621111.0,,,558158.0,,,558158.0,314400.0,,243758.0,9600.0,1943,216298,,,,,,,,,,
2025,4,sii,2026-03-08,8940,新天地,,,,,56209.0,11364,44845.0,,,44845.0,,,45288.0,,,,37725,,7563,0.55,1587911.0,808032.0,,,779879.0,,,779879.0,712095.0,0,67784.0,-11575.0,443,37282,7563,,,,,,,,,
2025,4,sii,2026-03-08,9802,鈺齊-KY,,,,,1583778.0,373464,1210314.0,,,1210314.0,,,508804.0,,,,512049,,-3245,6.05,17294633.0,14131404.0,,,3163229.0,,,3163229.0,1571427.0,,1591802.0,-8024.0,-701510,1213482,-3168,,,,,,,,,
2025,4,sii,2026-03-08,9902,台火,,,,,-44198.0,2721,-46919.0,,,-46919.0,,,-46919.0,,,,-46012,,-907,-0.47,378514.0,351446.0,,,27068.0,,,27068.0,32820.0,0,-5752.0,-38446.0,,-46012,-907,,,,,,,,,
2025,4,sii,2026-03-08,9905,大華,,,,,518587.0,128337,390250.0,,,390250.0,,,523845.0,,,,529707,,-5862,1.3,8180976.0,7393606.0,,,787370.0,,,787370.0,415155.0,,372215.0,146372.0,133595,396904,-6654,,,,,,,,,
2025,4,sii,2026-03-08,9907,統一實,,,,,3100979.0,1006202,2094777.0,,,2094777.0,,,2109723.0,,,,2171988,,-62265,1.36,45638485.0,39186430.0,,,6452055.0,,,6452055.0,3259251.0,,3192804.0,-91825.0,14946,2152307,-57530,,,,,,,,,
2025,4,sii,2026-03-08,9924,福興,,,,,699301.0,159297,540004.0,,,540004.0,,,518176.0,,,,511660,,6516,3.08,7384022.0,5760673.0,,,1623349.0,,,1623349.0,900443.0,,722906.0,-23605.0,-21828,533488,6516,,,,,,,,,
2025,4,sii,2026-03-08,9930,中聯資源,,,,,1573777.0,319654,1254123.0,,,1254123.0,,,1186634.0,,,,1174441,,12193,4.96,13991384.0,11879817.0,,,2111567.0,,,2111567.0,547599.0,,1563968.0,9809.0,-67489,1233105,21018,,,,,,,,,
2025,4,sii,2026-03-08,9958,世紀鋼,,,,,3305573.0,648009,2657564.0,,,2657564.0,,,2572221.0,,,,1569168,,1003053,6.57,14463065.0,10226967.0,,,4236098.0,,,4236098.0,929060.0,,3307038.0,-1465.0,-85343,1649777,1007787,,,,,,,,,
