Year,Quarter,MType,資料日期,公司代號,公司名稱,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,其他綜合損益（淨額）,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於非控制權益,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,繼續營業單位稅前淨利（淨損）,繼續營業單位本期稅後淨利（淨損）,本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於共同控制下前手權益
2025,4,otc,2026-03-08,6516,勤崴國際,,,,,108732,23684,85048,,,85048,,,83597,,,,,,,1.52,546965.0,248508,,,298457.0,,,298457.0,233772.0,42,64727.0,44005.0,-1451,,,,,,,,,,,
2025,4,otc,2026-03-08,6523,達爾膚,,,,,441485,91212,350273,,,350273,,,350273,,,,350273,,,7.78,1168262.0,362671,,,805591.0,,,805591.0,378519.0,,427072.0,14413.0,,350273,,,,,,,,,,
2025,4,otc,2026-03-08,6527,明達醫,,,,,179012,32032,146980,,,146980,,,146980,,,,146980,,,5.8,949049.0,617170,,,331879.0,,,331879.0,150934.0,,180945.0,-1933.0,,146980,,,,,,,,,,
2025,4,otc,2026-03-08,6532,瑞耘,,,,,343320,69441,273879,,,273879,,,281212,,0,,281212,0,0,7.31,674898.0,427738,,,247160.0,,,247160.0,103617.0,,143543.0,199777.0,7333,273879,0,,,,,,,,,
2025,4,otc,2026-03-08,6535,順藥,,,,,-346618,0,-346618,,,-346618,,,-346615,,,,-340537,,-6078,-2.05,35831.0,13958,,,21873.0,,,21873.0,355362.0,,-333489.0,-13129.0,3,-340540,-6078,,,,,,,,,
2025,4,otc,2026-03-08,6542,隆中,,,,,1664,6433,-4769,,,-4769,,,-10159,,,,-4485,,-5674,0.02,884014.0,207866,,,676148.0,,,676148.0,670918.0,,5230.0,-3566.0,-5390,924,-5693,,,,,,,,,
2025,4,otc,2026-03-08,6561,是方,,,,,1542783,312358,1230425,,,1230425,,,1223742,,,,1220619,,3123,15.75,3943666.0,1869025,,,2074641.0,,,2074641.0,491245.0,396,1583792.0,-41009.0,-6683,1227441,2984,,,,,,,,,
2025,4,otc,2026-03-08,6568,宏觀,,,,,150247,28240,122007,,,122007,,,121218,,,,121218,,,4.0,1137288.0,677435,,,459853.0,-766,,460619.0,305016.0,,155603.0,-5356.0,-789,122007,,,,,,,,,,
2025,4,otc,2026-03-08,6569,醫揚,,,,,121908,10207,111701,,,111701,,,138274,,,,138706,,-432,2.88,1313288.0,879271,,,434017.0,,,434017.0,381773.0,,52244.0,69664.0,26573,112133,-432,,,,,,,,,
2025,4,otc,2026-03-08,6613,朋億*,,,,,1808299,489312,1318987,,,1318987,,,1494497,,,,1211793,,282704,13.37,8915042.0,6029779,,,2885263.0,,,2885263.0,1189973.0,,1695290.0,113009.0,175510,1040217,278770,,,,,,,,,
2025,4,otc,2026-03-08,6640,均華,,,,,417281,100548,316733,,,316733,,,1092860,,,,1134031,,-41171,12.75,2690692.0,1639131,,,1051561.0,,,1051561.0,647372.0,,404189.0,13092.0,776127,357904,-41171,,,,,,,,,
2025,4,otc,2026-03-08,6642,富致,,,,,118136,21060,97076,,,97076,,,93035,,,,93035,,,2.6,541583.0,295914,,,245669.0,,,245669.0,123967.0,,121702.0,-3566.0,-4041,97076,,,,,,,,,,
2025,4,otc,2026-03-08,6643,M31,,,,,93909,23318,70591,,,70591,,,67783,,,,67783,,,1.69,1782169.0,,,,1782169.0,,,1782169.0,1688979.0,,93190.0,719.0,-2808,70591,,,,,,,,,,
2025,4,otc,2026-03-08,6664,群翊,,,,,1137052,223184,913868,,,913868,,,916453,,,,916453,,,15.06,2574456.0,1061886,,,1512570.0,,,1512570.0,492321.0,,1020249.0,116803.0,2585,913868,,,,,,,,,,
2025,4,otc,2026-03-08,6679,鈺太,,,,,410462,45258,365204,,,365204,,,604205,,,,604205,,,6.81,1965689.0,1136951,,,828738.0,,,828738.0,478330.0,,350408.0,60054.0,239001,365204,,,,,,,,,,
2025,4,otc,2026-03-08,6680,鑫創電子,,,,,-9411,-2618,-6793,,,-6793,,,-7322,,,,-7322,,,-0.29,563870.0,379697,,,184173.0,,,184173.0,182872.0,,1301.0,-10712.0,-529,-6793,,,,,,,,,,
2025,4,otc,2026-03-08,6690,安碁資訊,,,,,382356,75671,306685,,,306685,,,306480,,,,306480,,,10.22,2431957.0,1399727,,,1032230.0,,,1032230.0,668416.0,,363814.0,18542.0,-205,306685,,,,,,,,,,
2025,4,otc,2026-03-08,6692,進能服,,,,,12081,-1644,13725,,,13725,,,18627,,333,,18290,333,4,0.23,1463260.0,1261245,,,202015.0,,,202015.0,200001.0,,2014.0,10067.0,4902,13388,4,,,,,,,,,
2025,4,otc,2026-03-08,6693,廣閎科,,,,,-7602,-3606,-3996,,,-3996,,,-7588,,,,-7588,,,-0.09,1413767.0,1043833,,,369934.0,,,369934.0,305473.0,,64461.0,-72063.0,-3592,-3996,,,,,,,,,,
2025,4,otc,2026-03-08,6716,應廣,,,,,69961,5168,64793,,,64793,,,47305,,,,47305,,,2.19,1081905.0,721735,,,360170.0,,,360170.0,302525.0,,57645.0,12316.0,-17488,64793,,,,,,,,,,
2025,4,otc,2026-03-08,6720,久昌,,,,,143028,26510,116518,,,116518,,,117201,,,,117201,,,3.89,435853.0,192602,,,243251.0,,,243251.0,122178.0,,121073.0,21955.0,683,116518,,,,,,,,,,
2025,4,otc,2026-03-08,6732,昇佳電子,,,,,307158,2867,304291,,,304291,,,310175,,,,,,,6.22,4561864.0,3743908,,,817956.0,,,817956.0,657186.0,46,160816.0,146342.0,5884,,,,,,,,,,,
2025,4,otc,2026-03-08,6733,博晟生醫,,,,,-103610,-8309,-95301,,,-95301,,,-95026,,,,-81729,,-13297,-0.69,222337.0,62178,,,160159.0,,,160159.0,270654.0,,-110495.0,6885.0,275,-84610,-10691,,,,,,,,,
2025,4,otc,2026-03-08,6761,穩得,,,,,306141,57297,248844,,,248844,,,246548,,,,246548,,,7.34,1974077.0,1254709,,,719368.0,,,719368.0,413443.0,,305925.0,216.0,-2296,248844,,,,,,,,,,
2025,4,otc,2026-03-08,6763,綠界科技*,,,,,851964,83588,768376,,,768376,,,748572,,,,755480,,-6908,4.21,1744534.0,1016750,,,727784.0,,,727784.0,337971.0,,389813.0,462151.0,-19804,775284,-6908,,,,,,,,,
2025,4,otc,2026-03-08,6767,台微醫,,,,,-19083,18,-19101,,,-19101,,,-19240,,,,-19240,,,-0.49,311774.0,68549,,,243225.0,,,243225.0,271613.0,,-28388.0,9305.0,-139,-19101,,,,,,,,,,
2025,4,otc,2026-03-08,6804,明係,,,,,-112019,-13061,-98958,,,-98958,,,-120136,,,,-120136,,,-2.83,1339647.0,1315497,,,24150.0,,,24150.0,116106.0,,-91956.0,-20063.0,-21178,-98958,,,,,,,,,,
2025,4,otc,2026-03-08,6844,諾貝兒,,,,,101063,13214,87849,,,87849,,,82693,,,,82693,,,2.35,3446197.0,2274442,,,1171755.0,,,1171755.0,1095939.0,,75816.0,25247.0,-5156,87849,,,,,,,,,,
2025,4,otc,2026-03-08,6855,數泓科,,,,,233311,50770,182541,,,182541,,,182554,,,,,,,7.85,626234.0,316191,,,310043.0,,,310043.0,90034.0,,220009.0,13302.0,13,,,,,,,,,,,
2025,4,otc,2026-03-08,6877,鏵友益,,,,,30585,3116,27469,,,27469,,,13077,,,,13077,,,0.59,480581.0,262342,,,218239.0,,,218239.0,214753.0,,3486.0,27099.0,-14392,27469,,,,,,,,,,
2025,4,otc,2026-03-08,6895,宏碩系統,,,,,148581,25384,123197,,,123197,,,123197,,,,,,,3.61,850772.0,589270,,,261502.0,,,261502.0,120579.0,,140923.0,7658.0,,,,,,,,,,,,
2025,4,otc,2026-03-08,6903,巨漢,,,,,882727,177209,705518,,,705518,,,705518,,,,,,,10.62,3604128.0,2607537,,,996591.0,,,996591.0,143972.0,,852619.0,30108.0,,,,,,,,,,,,
2025,4,otc,2026-03-08,6907,雅特力-KY,,,,,136359,29662,106697,,,106697,,,117405,,,,117405,,,2.08,1666053.0,1101961,,,564092.0,,,564092.0,449543.0,,114549.0,21810.0,10708,106697,,,,,,,,,,
2025,4,otc,2026-03-08,6996,力領科技,,,,,539509,33481,506028,,,506028,,,512460,,,,,,,12.15,2690185.0,1608278,,,1081907.0,,,1081907.0,560902.0,699,521704.0,17805.0,6432,,,,,,,,,,,
2025,4,otc,2026-03-08,7642,昶瑞機電,,,,,120633,25906,94727,,,94727,,,94727,,,,94727,,,3.29,808094.0,590478,,,217616.0,,,217616.0,97579.0,,120037.0,596.0,,94727,,,,,,,,,,
2025,4,otc,2026-03-08,7713,威力德生醫,,,,,260983,52428,208555,,,208555,,,222652,,,,222652,,,4.64,1109300.0,738334,,,370966.0,,,370966.0,109744.0,,261222.0,-239.0,14097,208555,,,,,,,,,,
2025,4,otc,2026-03-08,7734,印能科技,,,,,1189200,261600,927600,,,927600,,,921373,,,,911505,,9868,33.5,2302773.0,776261,,,1526512.0,,,1526512.0,369544.0,,1156968.0,32232.0,-6227,918092,9508,,,,,,,,,
2025,4,otc,2026-03-08,7753,星亞,,,,,125256,27106,98150,,,98150,,,98150,,,,,,,4.22,873095.0,577413,,,295682.0,,,295682.0,181906.0,,113776.0,11480.0,,,,,,,,,,,,
2025,4,otc,2026-03-08,8040,九暘,,,,,-58220,0,-58220,,,-58220,,,-58220,,,,,,,-0.6,661114.0,389312,,,271802.0,,,271802.0,359685.0,,-87883.0,29663.0,0,,,,,,,,,,,
2025,4,otc,2026-03-08,8043,蜜望實,,,,,141707,8200,133507,,,133507,,,122622,,,,122622,,,1.67,5426256.0,5121130,,,305126.0,,,305126.0,264703.0,,40423.0,101284.0,-10885,133507,,,,,,,,,,
