Year,Quarter,MType,資料日期,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
2023,1,sii,2025-11-17,6830,汎銓,61710,-92554,-23548,199,-54193,1113271,1059078
2023,1,sii,2025-11-17,6834,天二科技,-7398,-36775,56993,217,13037,391084,404121
2023,1,sii,2025-11-17,6835,圓裕,120093,-35232,-5399,2725,82187,685964,768151
2023,1,sii,2025-11-17,6854,錼創科技-KY創,-214089,-46613,-12239,-5368,-278309,1791318,1513009
2023,1,sii,2025-11-17,6861,睿生光電,97402,-8255,343309,-2900,429556,577373,1006929
2023,1,sii,2025-11-17,6863,永道-KY,-73724,-35578,963673,16087,870458,608787,1479245
2023,1,sii,2025-11-17,6869,雲豹能源,-421263,244931,177696,,1364,1478180,1479544
2023,1,sii,2025-11-17,6873,泓德能源,-908698,228915,1788697,,1108914,1964028,3072942
2023,1,sii,2025-11-17,6901,鑽石投資,-36360,0,-2752,,-39112,333841,294729
2023,1,sii,2025-11-17,6902,GOGOLOOK,-15149,325,-3175,-95,-18094,224738,206644
2023,1,sii,2025-11-17,6906,現觀科,10960,100999,-2700,-262,108997,297426,406423
2023,1,sii,2025-11-17,6916,華凌,75177,-27670,-100610,734,-52369,575346,522977
2023,1,sii,2025-11-17,8011,台通,-154992,-107660,79439,-296,-183509,531425,347916
2023,1,sii,2025-11-17,8016,矽創,1467518,680907,-77553,-4294,2066578,5661717,7728295
2023,1,sii,2025-11-17,8021,尖點,154274,-164205,-56147,13432,-52646,2768862,2716216
2023,1,sii,2025-11-17,8028,昇陽半導體,49435,-225650,60173,,-116042,1070340,954298
2023,1,sii,2025-11-17,8033,雷虎,5220,-126750,460455,-2708,336217,232581,568798
2023,1,sii,2025-11-17,8039,台虹,922267,-173041,-234521,18136,532841,2264386,2797227
2023,1,sii,2025-11-17,8046,南電,7846613,-4605607,-66272,34714,3209448,20044117,23253565
2023,1,sii,2025-11-17,8070,長華*,1019117,-601289,8635,-10461,416002,7105505,7521507
2023,1,sii,2025-11-17,8072,陞泰,87019,-165290,203,-3182,-81250,702996,621746
2023,1,sii,2025-11-17,8081,致新,547210,-19306,-1845,-424,525635,2908993,3434628
2023,1,sii,2025-11-17,8101,華冠,-9275,4680,6010,936,2351,9244,11595
2023,1,sii,2025-11-17,8103,瀚荃,220699,-139590,-54299,30538,57348,1980468,2037816
2023,1,sii,2025-11-17,8104,錸寶,110605,-34951,-230665,-40,-155051,553811,398760
2023,1,sii,2025-11-17,8105,凌巨,310190,20808,-281120,429,50307,2704928,2755235
2023,1,sii,2025-11-17,8110,華東,468766,-441139,-185568,-6778,-164719,2318122,2153403
2023,1,sii,2025-11-17,8112,至上,3878363,-10793,-3068269,-76583,722718,1984595,2707313
2023,1,sii,2025-11-17,8114,振樺電,687112,382816,-752176,-14285,303467,2303346,2606813
2023,1,sii,2025-11-17,8131,福懋科,703777,-428833,-9586,,265358,5158474,5423832
2023,1,sii,2025-11-17,8150,南茂,1772212,-1047296,1115480,-1214,1839182,9896604,11735786
2023,1,sii,2025-11-17,8163,達方,616252,-184292,198113,-141424,488649,3368030,3856679
2023,1,sii,2025-11-17,8201,無敵,-72351,294,2105,295,-69657,390986,321329
2023,1,sii,2025-11-17,8210,勤誠,387854,-126570,-321969,-1027,-61712,1852718,1791006
2023,1,sii,2025-11-17,8213,志超,728959,-503495,-232770,51523,44217,9711562,9755779
2023,1,sii,2025-11-17,8215,明基材,402100,-2180068,2759511,8691,990234,653134,1643368
2023,1,sii,2025-11-17,8222,寶一,-52706,-29971,13112,,-69565,381781,312216
2023,1,sii,2025-11-17,8249,菱光,-5912,268737,-53048,7086,216863,1692222,1909085
2023,1,sii,2025-11-17,8261,富鼎,93583,-187929,20972,-4530,-77904,684839,606935
2023,1,sii,2025-11-17,8271,宇瞻,73628,-358275,110240,-3100,-177507,1419376,1241869
2023,1,sii,2025-11-17,8341,日友,207832,-242327,-77645,-3877,-116017,874081,758064
2023,1,sii,2025-11-17,8367,建新國際,158798,-404837,315176,,69137,901712,970849
2023,1,sii,2025-11-17,8374,羅昇,69525,1665,-46389,5695,30496,436095,466591
2023,1,sii,2025-11-17,8404,百和興業-KY,-661344,-164044,1409724,-68270,516066,1639934,2156000
2023,1,sii,2025-11-17,8411,福貞-KY,-119941,-249017,118774,6435,-243749,2117574,1873825
2023,1,sii,2025-11-17,8422,可寧衛*,528664,-151086,387463,51,765092,3388556,4153648
2023,1,sii,2025-11-17,8429,金麗-KY,-5807,10671,-965,-29005,-25106,4655667,4630561
2023,1,sii,2025-11-17,8438,昶昕,30418,-13063,-4458,2724,15621,465540,481161
2023,1,sii,2025-11-17,8442,威宏-KY,50101,-202103,56992,55,-94955,1027196,932241
2023,1,sii,2025-11-17,8443,阿瘦,23469,-9547,-35635,-225,-21938,162553,140615
2023,1,sii,2025-11-17,8454,富邦媒,-96626,-246879,-192333,42,-535796,8044437,7508641
2023,1,sii,2025-11-17,8462,柏文,284524,-186449,-471869,0,-373794,835544,461750
2023,1,sii,2025-11-17,8463,潤泰材,56687,-107153,-163201,,-213667,652743,439076
2023,1,sii,2025-11-17,8464,億豐,1613500,172855,-31680,33762,1788437,9373425,11161862
2023,1,sii,2025-11-17,8466,美吉吉-KY,54213,-373368,149800,-1307,-170662,1089427,918765
2023,1,sii,2025-11-17,8467,波力-KY,-29798,-95769,-61178,-2848,-189593,556545,366952
2023,1,sii,2025-11-17,8473,山林水,-23852,3964,-10010,19,-29879,1362598,1332719
2023,1,sii,2025-11-17,8476,台境*,-262131,165168,25636,20,-71307,334174,262867
2023,1,sii,2025-11-17,8478,東哥遊艇,-120597,-466351,320078,-34598,-301468,2330524,2029056
2023,1,sii,2025-11-17,8481,政伸,-4834,-13602,-1807,-1654,-21897,925598,903701
2023,1,sii,2025-11-17,8482,商億-KY,153867,-45090,-1879,3631,110529,977016,1087545
2023,1,sii,2025-11-17,8488,吉源-KY,-71314,73735,53717,-1880,54258,371916,426174
2023,1,sii,2025-11-17,8499,鼎炫-KY,123735,-50914,-71908,49307,50220,8069290,8119510
2023,1,sii,2025-11-17,8926,台汽電,-10998,-238110,-67621,11521,-305208,3734653,3429445
2023,1,sii,2025-11-17,8940,新天地,39769,-52941,-9216,,-22388,272156,249768
